Team,Name,Pos,Age,Proj PA,Proj IP,Service Time,Options or R5 Status,Projected Opening Day Status,NameASCII,PlayerId,MLBAMID
TBR,Shane McClanahan,SP,28.8,,139,4.158,2,Starting Rotation,,21483,663556
TBR,Steven Matz,SP,34.7,,138,10.099,n/a,Starting Rotation,,13361,571927
TBR,Hunter Feduccia,C,28.7,262,,0.095,1,Bench,,23372,676439
TBR,Edwin Uceta,RP,28.1,,70,2.150,0,Closer,,20539,670955
TBR,Griffin Jax,RP,31.2,,67,4.091,2,Closer,,20253,643377
TBR,Garrett Cleavinger,RP,31.8,,66,4.060,0,Closer,,17897,664076
TBR,Bryan Baker,RP,31.2,,63,3.049,0,Middle Reliever,,19804,641329
TBR,Mason Englert,RP,26.3,,60,1.168,1,Middle Reliever,,22288,669438
TBR,Cole Sulser,RP,35.9,,55,4.096,0,Middle Reliever,,15256,642121
TBR,Steven Wilson,RP,31.5,,52,3.166,3,Middle Reliever,,20353,621051
TBR,Yoendrys Gómez,RP,26.3,,56,0.135,0,Long Reliever,,22872,672782
TBR,Manuel Rodríguez,RP,29.5,,16,2.139,0,60-Day IL,,20794,655889
TBR,Carson Williams,SS,22.6,434,,0.039,3,Lineup Candidate,,30038,700246
TBR,Richie Palacios,OF/INF,28.8,189,,2.156,1,Lineup/Bench Candidate,,24589,680700
TBR,Jacob Melton,OF,25.4,147,,0.111,2,Lineup/Bench Candidate,,31661,689200
TBR,Dominic Keegan,C,25.5,64,,0.000,3,Lineup/Bench Candidate,,sa3020194,681371
TBR,Ryan Vilade,OF/INF,27.0,49,,0.076,0,Bench Candidate,,22165,668723
TBR,Tre' Morgan,1B/LF,23.6,35,,,Dec'26,Lineup Candidate,,sa3022919,691003
TBR,Victor Mesa Jr.,OF,24.4,14,,0.034,1,Lineup/Bench Candidate,,25999,683748
TBR,Jadher Areinamo,INF,22.2,,,0.000,3,Lineup/Bench Candidate,,sa3015802,699130
TBR,Gregory Barrios,INF,21.9,,,,R5,Lineup/Bench Candidate,,sa3015800,699126
TBR,Raynel Delgado,INF,25.9,,,,R5,Lineup/Bench Candidate,,sa3007288,669384
TBR,Brayden Taylor,INF,23.7,,,,Dec'26,Lineup/Bench Candidate,,sa3022921,694966
TBR,Blake Sabol,C/1B,28.1,,,1.048,1,Bench Candidate,,25805,666165
TBR,Kenny Piper,C,27.6,,,,R5,Lineup/Bench Candidate,,sa3017664,700652
TBR,Logan Driscoll,C,28.3,,,0.029,3,Lineup/Bench Candidate,,25475,686482
TBR,Cooper Kinney,2B/3B/1B,23.0,,,,R5,Lineup/Bench Candidate,,sa3017793,695692
TBR,Edward Olivares,OF,29.9,,,3.158,0,Bench Candidate,,19698,658668
TBR,Xavier Isaac,1B,22.2,,,,Dec'26,Lineup Candidate,,sa3020498,800060
TBR,Tatem Levins,C,26.7,,,,R5,Lineup/Bench Candidate,,sa3020278,694420
TBR,Ian Seymour,SP,27.2,,95,0.085,2,Rotation/Bullpen Candidate,,27932,693855
TBR,Joe Boyle,SP/RP,26.5,,67,1.005,1,Rotation/Bullpen Candidate,,29608,671212
TBR,Hunter Bigge,RP,27.7,,46,1.049,2,Bullpen Candidate,,26259,685801
TBR,Kevin Kelly,RP,28.2,,44,2.156,2,Bullpen Candidate,,25679,687330
TBR,Jesse Scholtens,SP/RP,31.9,,34,2.091,1,Rotation/Bullpen Candidate,,19205,669947
TBR,Joe Rock,SP/RP,25.5,,27,0.033,2,Rotation/Bullpen Candidate,,30016,697812
TBR,Ty Johnson,SP,24.4,,17,,Dec'26,Rotation Candidate,,sa3023410,694494
TBR,Brody Hopkins,SP,24.1,,8,,Dec'26,Rotation Candidate,,sa3023515,811315
TBR,Cam Booser,RP,33.8,,8,1.105,2,Bullpen Candidate,,16061,592155
TBR,Alex Cook,RP,24.9,,,0.000,3,Bullpen Candidate,,sa3020879,702047
TBR,Luis Guerrero,RP,27.3,,,0.155,R5,Bullpen Candidate,,sa3010713,687463
TBR,T.J. Nichols,SP,23.6,,,,Dec'26,Rotation/Bullpen Candidate,,sa3023039,694375
TBR,Chase Solesky,SP/RP,28.4,,,,R5,Bullpen Candidate,,sa3009940,686678
TBR,Austin Vernon,RP,27.0,,,,R5,Bullpen Candidate,,sa3017138,694391
TBR,John Rooney,RP,29.0,,,0.057,3,Bullpen Candidate,,24590,680701
TBR,Trevor Martin,RP,25.2,,,,R5,Bullpen Candidate,,sa3020608,694680
TBR,Logan Workman,SP,27.2,,,,R5,Rotation/Bullpen Candidate,,sa3017313,694312
TBR,Kodi Whitley,RP,31.0,,,1.157,1,Bullpen Candidate,,19731,676831
TBR,Jake Woodford,SP/RP,29.3,,,4.008,0,Bullpen Candidate,,18674,663765
TBR,Andrew Wantz,RP,30.3,,,2.069,0,Bullpen Candidate,,24933,681806
TEX,Wyatt Langford,LF,24.2,644,,2.000,3,Lineup Regular,,33333,694671
TEX,Brandon Nimmo,RF,32.9,630,,9.042,n/a,Lineup Regular,,12927,607043
TEX,Jake Burger,1B,29.8,588,,3.127,1,Lineup Regular,,22275,669394
TEX,Corey Seager,SS,31.8,560,,10.032,n/a,Lineup Regular,,13624,608369
TEX,Josh Jung,3B,28.0,560,,3.027,3,Lineup Regular,,26299,673962
TEX,Danny Jansen,C,30.8,352,,7.050,n/a,Lineup Regular,,16535,643376
TEX,Josh Smith,2B,28.5,490,,3.129,3,Platoon vs R,,26396,669701
TEX,Evan Carter,CF,23.5,462,,1.170,2,Platoon vs R,,27790,694497
TEX,Joc Pederson,DH,33.8,434,,11.028,n/a,Platoon vs R,,11899,592626
TEX,Ezequiel Duran,INF/OF,26.7,301,,3.053,1,Platoon vs L,,23733,677649
TEX,Sam Haggerty,OF/INF,31.7,266,,5.007,n/a,Platoon vs L,,18054,664059
TEX,Michael Helman,OF/INF,29.7,182,,0.095,2,Platoon vs L,,24605,680737
TEX,Nathan Eovaldi,SP,36.0,,173,14.013,n/a,Starting Rotation,,9132,543135
TEX,Jacob deGrom,SP,37.7,,169,11.139,n/a,Starting Rotation,,10954,594798
TEX,MacKenzie Gore,SP,27.0,,160,4.000,3,Starting Rotation,,22201,669022
TEX,Jack Leiter,SP,25.8,,148,1.033,2,Starting Rotation,,30146,683004
TEX,Jacob Latz,SP,29.9,,111,1.170,2,Starting Rotation,,21306,656641
TEX,Kyle Higashioka,C,35.8,283,,7.005,n/a,Bench,,5517,543309
TEX,Robert Garcia,RP,29.7,,64,2.086,3,Closer,,23363,676395
TEX,Cole Winn,RP,26.2,,63,1.090,0,Setup Man,,22113,668390
TEX,Chris Martin,RP,39.7,,54,8.133,n/a,Setup Man,,11847,455119
TEX,Tyler Alexander,RP,31.6,,69,6.011,n/a,Middle Reliever,,17735,641302
TEX,Jakob Junis,RP,33.4,,65,8.002,n/a,Middle Reliever,,13619,596001
TEX,Alexis Díaz,RP,29.4,,58,3.088,2,Middle Reliever,,21132,664747
TEX,Josh Sborz,RP,32.2,,48,5.055,n/a,Middle Reliever,,18323,622250
TEX,Carter Baumler,RP,24.0,,52,0.000,n/a,Long Reliever,,sa3014480,691945
TEX,Cody Bradford,SP/RP,28.0,,71,2.086,2,Projected Injured List,,27597,674003
TEX,Jordan Montgomery,SP,33.1,,49,8.145,n/a,Projected Injured List,,16511,656756
TEX,Cody Freeman,INF/OF,25.1,245,,0.051,2,Lineup/Bench Candidate,,25629,683227
TEX,Alejandro Osuna,OF,23.3,98,,0.107,2,Lineup/Bench Candidate,,27915,696030
TEX,Justin Foscue,INF,27.0,42,,0.146,1,Bench Candidate,,27501,679822
TEX,Tyler Wade,INF/OF,31.2,42,,6.010,n/a,Bench Candidate,,15730,642180
TEX,Jonah Bride,INF,30.1,42,,2.063,0,Bench Candidate,,24703,681146
TEX,Willie MacIver,C,29.3,13,,0.094,2,Bench Candidate,,24641,680862
TEX,Jose Herrera,C,29.0,6,,3.001,0,Bench Candidate,,17040,645444
TEX,Trevor Hauver,OF,27.2,,,,R5,Lineup/Bench Candidate,,sa3014448,669386
TEX,Aaron Zavala,OF,25.6,,,,R5,Lineup/Bench Candidate,,sa3017665,701648
TEX,Nick Pratto,1B/OF,27.4,,,1.070,0,Lineup/Bench Candidate,,22117,668472
TEX,Richie Martin,INF/OF,31.1,,,2.138,1,Bench Candidate,,17736,621006
TEX,Cooper Johnson,C,27.8,,,,R5,Bench Candidate,,sa3010584,666194
TEX,Andrew Velazquez,INF/OF,31.6,,,3.033,0,Bench Candidate,,14196,623205
TEX,Cameron Cauley,INF/OF,23.0,,,,R5,Lineup/Bench Candidate,,sa3017167,695508
TEX,Kumar Rocker,SP,26.2,,106,0.137,2,Rotation Candidate,,31843,677958
TEX,Ryan Brasier,RP,38.5,,44,8.094,n/a,Bullpen Candidate,,5615,518489
TEX,Luis Curvelo,RP,25.3,,34,0.061,2,Bullpen Candidate,,24710,681168
TEX,Marc Church,RP,24.9,,32,0.024,1,Bullpen Candidate,,26353,687847
TEX,Michel Otañez,RP,28.6,,22,0.149,1,Bullpen Candidate,,22533,671305
TEX,Emiliano Teodo,RP,25.0,,16,0.000,2,Bullpen Candidate,,sa3015158,693713
TEX,Jose Corniell,SP,22.7,,10,0.003,1,Rotation/Bullpen Candidate,,27984,692030
TEX,Cal Quantrill,SP/RP,31.0,,8,6.122,n/a,Rotation/Bullpen Candidate,,19312,615698
TEX,Leandro Lopez,SP,23.7,,,0.000,3,Rotation/Bullpen Candidate,,sa3016748,699214
TEX,David Davalillo,SP,23.4,,,0.000,3,Rotation/Bullpen Candidate,,sa3020448,699314
TEX,Winston Santos,SP,23.8,,,0.000,2,Rotation/Bullpen Candidate,,sa3015952,692437
TEX,Patrick Murphy,RP,30.7,,,1.002,0,Bullpen Candidate,,19712,641907
TEX,Josh Trentadue,SP/RP,24.1,,,,Dec'26,Rotation/Bullpen Candidate,,sa3023010,815048
TEX,Eric Loomis,RP,23.9,,,,Dec'27,Bullpen Candidate,,sa3025615,823793
TEX,Robby Ahlstrom,RP,26.7,,,,R5,Bullpen Candidate,,sa3018193,695239
TEX,Dalton Pence,SP/RP,23.5,,,,Dec'27,Rotation/Bullpen Candidate,,sa3039663,701717
TEX,Trey Supak,SP/RP,29.7,,,0.000,1,Rotation/Bullpen Candidate,,sa828707,657022
TEX,Ryan Lobus,RP,25.4,,,,Dec'26,Bullpen Candidate,,sa3022744,815590
TEX,Peyton Gray,RP,30.7,,,,R5,Bullpen Candidate,,sa3008046,682608
TEX,Gavin Collyer,RP,24.8,,,,R5,Bullpen Candidate,,sa3011742,686560
TEX,Zak Kent,RP,28.0,,14,0.037,1,DFA,,25703,687849
TEX,Sebastian Walcott,INF,19.9,,,,Dec'27,Projected Injured List (MiLB),,sa3021069,806964
TEX,Nabil Crismatt,SP/RP,31.1,,,3.029,0,Projected Injured List (MiLB),,17732,622503
TEX,Declan Cronin,RP,28.4,,,1.131,2,Projected Injured List (MiLB),,25645,686539
TOR,Vladimir Guerrero Jr.,1B,26.9,679,,6.157,n/a,Lineup Regular,,19611,665489
TOR,Ernie Clement,2B,29.9,644,,3.168,0,Lineup Regular,,20352,676391
TOR,Andrés Giménez,SS,27.4,595,,5.106,n/a,Lineup Regular,,19950,665926
TOR,Daulton Varsho,CF,29.6,595,,5.128,n/a,Lineup Regular,,19918,662139
TOR,George Springer,DH,36.4,595,,11.166,n/a,Lineup Regular,,12856,543807
TOR,Kazuma Okamoto,3B,29.6,560,,0.000,3,Lineup Regular,,sa3063134,672960
TOR,Alejandro Kirk,C,27.3,495,,5.047,n/a,Lineup Regular,,22581,672386
TOR,Addison Barger,RF,26.3,518,,1.103,1,Platoon vs R,,24598,680718
TOR,Jesús Sánchez,LF,28.4,420,,4.118,0,Platoon vs R,,19913,660821
TOR,Davis Schneider,INF/OF,27.1,322,,2.029,2,Platoon vs L,,23565,676914
TOR,Myles Straw,OF,31.3,182,,5.125,n/a,Platoon vs L,,17620,664702
TOR,Dylan Cease,SP,30.1,,183,6.089,n/a,Starting Rotation,,18525,656302
TOR,Kevin Gausman,SP,35.1,,182,11.151,n/a,Starting Rotation,,14107,592332
TOR,Cody Ponce,SP,31.8,,163,0.126,1,Starting Rotation,,17920,664074
TOR,Trey Yesavage,SP,22.6,,140,0.014,3,Starting Rotation,,35456,702056
TOR,José Berríos,SP,31.7,,138,9.044,n/a,Starting Rotation,,14168,621244
TOR,Nathan Lukes,OF,31.6,294,,1.145,1,Bench,,18123,664770
TOR,Tyler Heineman,C,34.7,154,,3.066,0,Bench,,13897,623168
TOR,Jeff Hoffman,RP,33.1,,63,7.084,n/a,Closer,,17432,656546
TOR,Tyler Rogers,RP,35.2,,74,6.034,n/a,Setup Man,,15541,643511
TOR,Yimi García,RP,35.5,,60,10.149,n/a,Setup Man,,12095,554340
TOR,Louis Varland,RP,28.2,,67,1.163,1,Middle Reliever,,27691,686973
TOR,Tommy Nance,RP,34.9,,58,2.165,0,Middle Reliever,,19178,667297
TOR,Brendon Little,RP,29.5,,54,1.135,1,Middle Reliever,,21574,663893
TOR,Braydon Fisher,RP,25.6,,52,0.145,3,Middle Reliever,,24609,680755
TOR,Eric Lauer,RP,30.7,,66,5.091,n/a,Long Reliever,,19316,641778
TOR,Shane Bieber,SP,30.7,,118,7.097,n/a,Projected Injured List,,19427,669456
TOR,Anthony Santander,OF,31.3,56,,7.162,n/a,Projected Injured List,,14551,623993
TOR,Bowden Francis,SP,29.8,,,2.098,1,Projected Injured List,,20548,670102
TOR,Leo Jiménez,INF,24.7,91,,0.124,0,Bench Candidate,,23782,677870
TOR,Jonatan Clase,OF,23.7,14,,0.109,1,Bench Candidate,,26599,682729
TOR,RJ Schreck,OF,25.6,14,,,Dec'26,Lineup/Bench Candidate,,sa3022602,702302
TOR,Brandon Valenzuela,C/1B,25.4,13,,0.000,3,Bench Candidate,,sa3005729,678218
TOR,C.J. Stubbs,C,29.3,,,0.005,2,Bench Candidate,,25814,667690
TOR,Riley Tirotta,INF/OF,27.5,,,,R5,Bench Candidate,,sa3017078,694661
TOR,Aaron Parker,C,23.1,,,,Dec'27,Bench Candidate,,sa3025152,801590
TOR,Arjun Nimmala,SS,20.3,,,,Dec'27,Bench Candidate,,sa3022892,805796
TOR,Yohendrick Pinango,OF,23.8,,,,R5,Bench Candidate,,sa3009539,682818
TOR,Eloy Jiménez,OF,29.2,,,6.000,n/a,Bench Candidate,,17484,650391
TOR,Robert Brooks,C,27.2,,,,Dec'26,Bench Candidate,,sa3022160,806394
TOR,Carlos Mendoza,INF/OF,26.2,,,,R5,Bench Candidate,,sa3008944,685332
TOR,Rafael Lantigua,INF/OF,27.8,,,0.013,3,Bench Candidate,,sa3003219,672463
TOR,Cutter Coffey,INF,21.7,,,,Dec'26,Bench Candidate,,sa3020280,702690
TOR,Josh Kasevich,INF,25.1,,,,R5,Bench Candidate,,sa3020203,688460
TOR,Geovanny Planchart,C/1B,24.4,,,,R5,Bench Candidate,,sa3009334,685712
TOR,Charles McAdoo,3B/1B,23.9,,,,Dec'26,Bench Candidate,,sa3022823,807727
TOR,Josh Rivera,INF,25.3,,,,Dec'26,Bench Candidate,,sa3022590,687069
TOR,Sean Keys,3B/1B,22.7,,,,Dec'27,Bench Candidate,,sa3025317,815873
TOR,Edward Duran,C,21.7,,,,R5,Bench Candidate,,sa3016719,698927
TOR,Mason Fluharty,RP,24.5,,42,0.139,2,Bullpen Candidate,,31553,689254
TOR,Yariel Rodríguez,RP,28.9,,36,2.000,n/a,Bullpen Candidate,,33838,684320
TOR,Ricky Tiedemann,SP,23.5,,32,0.000,3,Rotation Candidate,,sa3018096,694357
TOR,Chase Lee,RP,27.5,,30,0.095,2,Bullpen Candidate,,29574,695445
TOR,Lazaro Estrada,SP,26.8,,25,0.004,2,Rotation/Bullpen Candidate,,24914,681751
TOR,Spencer Miles,SP,25.6,,21,0.000,n/a,Bullpen Candidate,,sa3020475,693686
TOR,Angel Bastardo,SP/RP,23.7,,20,1.000,n/a,Bullpen Candidate,,sa3009716,682785
TOR,Adam Macko,SP,25.1,,20,0.000,1,Rotation/Bullpen Candidate,,sa3011555,671936
TOR,Jorge Alcala,RP,30.6,,18,5.165,n/a,Bullpen Candidate,,19459,660896
TOR,Jake Bloss,SP,24.6,,14,0.039,1,Rotation/Bullpen Candidate,,33168,814005
TOR,Josh Fleming,RP,29.7,,8,3.069,0,Bullpen Candidate,,20418,676596
TOR,Javen Coleman,RP,24.2,,,,Dec'27,Bullpen Candidate,,sa3029151,694495
TOR,Michael Plassmeyer,SP/RP,29.3,,,0.005,1,Bullpen Candidate,,23191,674681
TOR,Jesse Hahn,RP,36.5,,,6.081,n/a,Bullpen Candidate,,13287,534910
TOR,CJ Van Eyk,SP,27.4,,,,R5,Bullpen Candidate,,sa3014713,669310
TOR,Ryan Jennings,RP,26.6,,,,R5,Bullpen Candidate,,sa3020634,688214
TOR,Nate Garkow,RP,28.4,,,,Dec'27,Bullpen Candidate,,sa3025043,828353
TOR,Chay Yeager,RP,23.4,,,,Dec'26,Bullpen Candidate,,sa3023254,807410
TOR,Connor Seabold,SP/RP,30.1,,,1.054,0,Rotation/Bullpen Candidate,,19695,657756
TOR,Gage Stanifer,SP,22.2,,,,Dec'26,Rotation/Bullpen Candidate,,sa3021731,804948
TOR,Chad Dallas,SP,25.6,,,,R5,Bullpen Candidate,,sa3018180,689149
TOR,Tanner Andrews,RP,30.3,,,,R5,Bullpen Candidate,,sa3007850,681084
TOR,Fernando Perez,SP/RP,22.0,,,,Dec'26,Bullpen Candidate,,sa3018826,800125
WSN,James Wood,DH,23.4,644,,1.091,3,Lineup Regular,,29518,695578
WSN,CJ Abrams,SS,25.4,630,,3.130,2,Lineup Regular,,25768,682928
WSN,Dylan Crews,RF,24.0,595,,1.035,3,Lineup Regular,,33541,686611
WSN,Daylen Lile,LF,23.2,553,,0.129,3,Lineup Regular,,29995,695734
WSN,Brady House,3B,22.7,525,,0.105,3,Lineup Regular,,29993,691781
WSN,Jacob Young,CF,26.6,350,,2.037,3,Lineup Regular,,29931,696285
WSN,Keibert Ruiz,C,27.6,320,,4.064,0,Lineup Regular,,19610,660688
WSN,Nasim Nuñez,2B,25.5,315,,1.086,2,Lineup Regular,,25979,683083
WSN,Luis García Jr.,1B,25.7,525,,4.142,0,Platoon vs R,,20391,671277
WSN,Andrés Chaparro,1B/3B,26.8,259,,1.002,2,Platoon vs L,,21797,665953
WSN,Brad Lord,SP,26.0,,147,1.000,3,Starting Rotation,,31972,695418
WSN,Miles Mikolas,SP,37.5,,141,9.037,n/a,Starting Rotation,,9803,571945
WSN,Cade Cavalli,SP,27.5,,135,2.141,2,Starting Rotation,,27473,676917
WSN,Foster Griffin,SP,30.6,,128,1.034,2,Starting Rotation,,16432,656492
WSN,Josiah Gray,SP,28.2,,114,4.075,3,Starting Rotation,,24580,680686
WSN,José Tena,INF,24.9,266,,1.031,0,Bench,,23691,677588
WSN,Drew Millas,C,28.1,141,,1.038,1,Bench,,25643,686452
WSN,Joey Wiemer,OF,27.0,119,,1.089,0,Bench,,27690,686894
WSN,Cole Henry,RP,26.6,,64,1.000,2,Closer,,27570,669371
WSN,Clayton Beeter,RP,27.4,,63,0.129,1,Closer,,27494,690925
WSN,PJ Poulin,RP,29.6,,61,0.055,3,Setup Man,,23394,676571
WSN,Julian Fernández,RP,30.2,,59,2.042,1,Middle Reliever,,18341,642759
WSN,Jackson Rutledge,RP,26.9,,57,1.025,1,Middle Reliever,,26215,671131
WSN,Richard Lovelady,RP,30.6,,52,3.052,0,Middle Reliever,,19337,663992
WSN,Gus Varland,RP,29.3,,48,0.169,1,Middle Reliever,,24737,681402
WSN,Griff McGarry,RP,26.7,,55,0.000,n/a,Long Reliever,,sa3017130,676046
WSN,Trevor Williams,SP,33.8,,32,9.027,n/a,60-Day IL,,16977,592866
WSN,DJ Herz,SP,25.1,,28,1.104,2,60-Day IL,,26389,687792
WSN,Robert Hassell III,OF,24.5,252,,0.085,2,Lineup/Bench Candidate,,27482,690987
WSN,Harry Ford,C,23.0,238,,0.028,3,Lineup/Bench Candidate,,29958,695670
WSN,Abimelec Ortiz,1B/OF,24.0,224,,0.000,3,Lineup/Bench Candidate,,sa3016926,694673
WSN,Orelvis Martinez,INF,24.2,98,,0.012,0,Lineup/Bench Candidate,,25967,682619
WSN,Riley Adams,C,29.6,61,,3.171,0,Bench Candidate,,19864,656180
WSN,Yohandy Morales,1B/3B,24.4,56,,,Dec'26,Lineup/Bench Candidate,,sa3022672,691002
WSN,Matt Mervis,1B,27.8,35,,0.121,1,Lineup/Bench Candidate,,27845,670223
WSN,Christian Franklin,OF,26.2,14,,0.000,3,Lineup/Bench Candidate,,sa3017510,681047
WSN,Trey Lipscomb,INF/OF,25.7,14,,0.112,1,Lineup/Bench Candidate,,31567,702358
WSN,Sergio Alcántara,INF,29.6,7,,2.016,0,Bench Candidate,,16417,642727
WSN,Warming Bernabel,1B/3B,23.7,,,0.065,2,Lineup/Bench Candidate,,26536,682653
WSN,Andrew Pinckney,OF,25.2,,,,Dec'26,Lineup/Bench Candidate,,sa3022670,687605
WSN,Caleb Lomavita,C,23.2,,,,Dec'27,Bench Candidate,,sa3025404,701616
WSN,Seaver King,SS,22.8,,,,Dec'27,Lineup Candidate,,sa3025414,814409
WSN,Cayden Wallace,INF,24.5,,,,R5,Lineup/Bench Candidate,,sa3019996,691024
WSN,Tres Barrera,C,31.4,,,1.032,1,Bench Candidate,,19977,668663
WSN,Phillip Glasser,INF/OF,26.2,,,,Dec'26,Lineup/Bench Candidate,,sa3022680,701298
WSN,Andrew Alvarez,SP,26.7,,104,0.028,3,Rotation/Bullpen Candidate,,29914,674841
WSN,Jake Irvin,SP,29.0,,100,2.152,2,Rotation/Bullpen Candidate,,21504,663623
WSN,Mitchell Parker,SP,26.4,,75,2.000,3,Rotation/Bullpen Candidate,,27636,680730
WSN,Paxton Schultz,RP,28.1,,46,0.078,2,Bullpen Candidate,,25501,687606
WSN,Andre Granillo,RP,25.8,,42,0.076,2,Bullpen Candidate,,29542,701552
WSN,Luis Perales,SP,22.8,,38,0.000,1,Rotation/Bullpen Candidate,,sa3014677,691384
WSN,Orlando Ribalta,RP,27.9,,30,1.013,2,Bullpen Candidate,,26247,687377
WSN,Riley Cornelio,SP,25.7,,17,0.000,3,Rotation/Bullpen Candidate,,sa3020830,683000
WSN,Jake Eder,SP/RP,27.5,,14,0.042,1,Rotation/Bullpen Candidate,,27590,671109
WSN,Ken Waldichuk,SP/RP,28.1,,13,2.150,2,Rotation/Bullpen Candidate,,27681,686610
WSN,Bryce Montes de Oca,RP,29.8,,12,1.033,3,Bullpen Candidate,,21319,656755
WSN,Shinnosuke Ogasawara,SP/RP,28.4,,8,0.066,2,Rotation/Bullpen Candidate,,35324,829272
WSN,Zach Penrod,RP,28.7,,,0.078,2,Bullpen Candidate,,25368,683068
WSN,Eddy Yean,RP,24.6,,,,R5,Bullpen Candidate,,sa3006543,678868
WSN,Andry Lara,SP/RP,23.1,,,0.026,2,Rotation/Bullpen Candidate,,27967,691251
WSN,Cionel Pérez,RP,29.8,,,4.151,0,Bullpen Candidate,,19614,672335
WSN,Tyler Baum,RP,28.1,,,,R5,Bullpen Candidate,,sa1054042,666121
WSN,Trevor Gott,RP,33.5,,,6.057,n/a,Bullpen Candidate,,15046,641627
WSN,Jarlin Susana,SP,21.9,,,,Dec'26,Projected Injured List (MiLB),,sa3018808,703186
WSN,Travis Sykora,SP,21.8,,,,Dec'26,Projected Injured List (MiLB),,sa3023557,805809
